OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
345064,353807,W-549705,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,DNF9,MILFORD FLAT,UT-SWS-070312,Milford Flat,UT3868911273920070706,MILFORD FLAT,,2007,2454287.5,187,1545,1.0,Lightning,2454315.5,215.0,1800,357185.0,G,38.5756,-112.9731,8.0,PRIVATE,UT,Beaver,001,Beaver,b'\x00\x01\xad\x10\x00\x004\xef8EG>\\\xc0\xf8\xc9\xc3B\xadIC@4\xef8EG>\\\xc0\xf8\xc9\xc3B\xadIC@|\x01\x00\x00\x004\xef8EG>\\\xc0\xf8\xc9\xc3B\xadIC@\xfe'
345087,353833,W-554487,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,DQ5N,DAKOTA HILL,UT-ZIP-070467,DAKOTA HILL,UT3735411288520070716,DAKOTA HILL,,2007,2454297.5,197,1139,1.0,Lightning,2454315.5,215.0,2100,9190.0,G,37.3408,-112.9264,3.0,NPS,UT,Washington,053,Washington,b'\x00\x01\xad\x10\x00\x00\xe8\xc09#J;\\\xc0\x10=\x9bU\x9f\xabB@\xe8\xc09#J;\\\xc0\x10=\x9bU\x9f\xabB@|\x01\x00\x00\x00\xe8\xc09#J;\\\xc0\x10=\x9bU\x9f\xabB@\xfe'
345099,353846,W-550316,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,DRT9,PARADISE,UT-CCD-070463,Paradise,UT3796511399920070716,PARADISE,,2007,2454297.5,197,2217,1.0,Lightning,2454316.5,216.0,1800,5797.0,G,37.9137,-114.0069,1.0,BLM,UT,Iron,021,Iron,b'\x00\x01\xad\x10\x00\x00\xe8\x95\xb2\x0cq\x80\\\xc0\x80-!\x1f\xf4\xf4B@\xe8\x95\xb2\x0cq\x80\\\xc0\x80-!\x1f\xf4\xf4B@|\x01\x00\x00\x00\xe8\x95\xb2\x0cq\x80\\\xc0\x80-!\x1f\xf4\xf4B@\xfe'
345800,354634,W-110914,FED,DOI-WFMI,BLM,USUTMOD,Moab Field Office,UTMOD,Moab Field Office,,,Q557,BLACK CNY,UT-MOD-2116,Black Canyon,UT3922710983320020620,BLACK CANYON,RATTLE  COMPLEX,2002,2452445.5,171,0949,1.0,Lightning,2452472.5,198.0,2000,5969.6,G,39.2083,-109.8557,1.0,BLM,UT,Grand,019,Grand,b'\x00\x01\xad\x10\x00\x00\xf8\xcb\xee\xc9\xc3v[\xc0\xe8\xe0\x0b\x93\xa9\x9aC@\xf8\xcb\xee\xc9\xc3v[\xc0\xe8\xe0\x0b\x93\xa9\x9aC@|\x01\x00\x00\x00\xf8\xcb\xee\xc9\xc3v[\xc0\xe8\xe0\x0b\x93\xa9\x9aC@\xfe'
345804,354640,W-110939,FED,DOI-WFMI,BLM,USUTMOD,Moab Field Office,UTMOD,Moab Field Office,,,Q900,DIAMOND CR,UT-SES-2102,DIAMOND CREEK,UT3925610955720020620,RATTLE COMPLEX (RATTLE),RATTLE  COMPLEX,2002,2452447.5,173,0927,1.0,Lightning,2452508.5,234.0,1800,88420.8,G,39.3055,-109.5837,1.0,BLM,UT,Grand,019,Grand,b'\x00\x01\xad\x10\x00\x004\xab>W[e[\xc0\xd0v\xbe\x9f\x1a\xa7C@4\xab>W[e[\xc0\xd0v\xbe\x9f\x1a\xa7C@|\x01\x00\x00\x004\xab>W[e[\xc0\xd0v\xbe\x9f\x1a\xa7C@\xfe'
346844,355825,W-97121,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,R571,BROAD,UT-SCS-029,Broad,UT3962611218320000726,OLDROYD COMPLEX (BROAD),OLDROYD COMPLEX,2000,2451751.5,208,1202,1.0,Lightning,2451758.5,215.0,2000,14956.0,G,39.59578,-112.22823,8.0,PRIVATE,UT,Juab,023,Juab,b'\x00\x01\xad\x10\x00\x00\xd0}\x00R\x9b\x0e\\\xc08\xce\xdf\x84B\xccC@\xd0}\x00R\x9b\x0e\\\xc08\xce\xdf\x84B\xccC@|\x01\x00\x00\x00\xd0}\x00R\x9b\x0e\\\xc08\xce\xdf\x84B\xccC@\xfe'
346846,355827,W-98204,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,R582,MONA WEST,UT-RID-R582,MONA WEST,UT3983011198820000727,OLDROYD COMPLEX (MONA WEST),OLDROYD COMPLEX,2000,2451752.5,209,1525,1.0,Lightning,2451788.5,245.0,1800,33838.0,G,39.81477,-111.9164,1.0,BLM,UT,Juab,023,Juab,b'\x00\x01\xad\x10\x00\x00x\x83/L\xa6\xfa[\xc0\x90\xe1#bJ\xe8C@x\x83/L\xa6\xfa[\xc0\x90\xe1#bJ\xe8C@|\x01\x00\x00\x00x\x83/L\xa6\xfa[\xc0\x90\xe1#bJ\xe8C@\xfe'
346864,355846,W-97434,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,Q619,SWAINS,UT-SCS-060,SWAINS,UT3906611219620000812,SWAINS,,2000,2451768.5,225,1635,9.0,Miscellaneous,2451777.5,234.0,1800,7898.0,G,39.0547,-112.2488,8.0,PRIVATE,UT,Millard,027,Millard,b'\x00\x01\xad\x10\x00\x00\xa8\xcf\xd5V\xec\x0f\\\xc0\xb0\x8b\xdbh\x00\x87C@\xa8\xcf\xd5V\xec\x0f\\\xc0\xb0\x8b\xdbh\x00\x87C@|\x01\x00\x00\x00\xa8\xcf\xd5V\xec\x0f\\\xc0\xb0\x8b\xdbh\x00\x87C@\xfe'
347265,356259,W-506309,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,B0EC,WESTGILSON,UT-RID--146,West Gilson,UT3964411227720050714,WEST GILSON,,2005,2453565.5,195,1826,1.0,Lightning,2453573.5,203.0,2200,14604.0,G,39.6125,-112.2217,1.0,BLM,UT,Juab,023,Juab,b'\x00\x01\xad\x10\x00\x00xa2U0\x0e\\\xc0pffff\xceC@xa2U0\x0e\\\xc0pffff\xceC@|\x01\x00\x00\x00xa2U0\x0e\\\xc0pffff\xceC@\xfe'
347406,356466,W-526857,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,CZ03,TWIN PEAKS,UT-RID-000240,TWIN PEAKS,UT3878411267620060718,TWIN PEAKS,,2006,2453934.5,199,1858,1.0,Lightning,2453950.5,215.0,1800,10204.0,G,38.7514,-112.7089,1.0,BLM,UT,Millard,027,Millard,b'\x00\x01\xad\x10\x00\x00\x98\x08\x1b\x9e^-\\\xc0x\x1b\r\xe0-`C@\x98\x08\x1b\x9e^-\\\xc0x\x1b\r\xe0-`C@|\x01\x00\x00\x00\x98\x08\x1b\x9e^-\\\xc0x\x1b\r\xe0-`C@\xfe'
347662,356752,W-95206,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q025,HOGUP,UT-SLD-272,Hogup,UT4149911319720000712,HOGUP,,2000,2451737.5,194,1300,1.0,Lightning,2451740.5,197.0,0900,14355.0,G,41.47797,-113.14278,1.0,BLM,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00t\xa1\xb9N#I\\\xc0\x10<\xf7\x1e.\xbdD@t\xa1\xb9N#I\\\xc0\x10<\xf7\x1e.\xbdD@|\x01\x00\x00\x00t\xa1\xb9N#I\\\xc0\x10<\xf7\x1e.\xbdD@\xfe'
347665,356756,W-97947,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q031,SROSERANCH,UT-NWS-316,South Rose Ranch,UT4184511286720000717,SOUTH ROSE RANCH,,2000,2451742.5,199,1430,1.0,Lightning,2451744.5,201.0,1840,5943.0,G,41.8796,-112.8375,7.0,STATE,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00\x98\x99\x99\x99\x995\\\xc0\xe8\xc7\x98\xbb\x96\xf0D@\x98\x99\x99\x99\x995\\\xc0\xe8\xc7\x98\xbb\x96\xf0D@|\x01\x00\x00\x00\x98\x99\x99\x99\x995\\\xc0\xe8\xc7\x98\xbb\x96\xf0D@\xfe'
347671,356762,W-96067,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q039,CASTL ROCK,UT-SLD-374,Castlerock,UT4084211250520000726,CASTLEROCK,,2000,2451751.5,208,0650,1.0,Lightning,2451757.5,214.0,2000,16116.0,G,40.80338,-112.54377,1.0,BLM,UT,Tooele,045,Tooele,"b'\x00\x01\xad\x10\x00\x00\xec\xa2\xaf \xcd""\\\xc0`!\xe5\'\xd5fD@\xec\xa2\xaf \xcd""\\\xc0`!\xe5\'\xd5fD@|\x01\x00\x00\x00\xec\xa2\xaf \xcd""\\\xc0`!\xe5\'\xd5fD@\xfe'"
347676,356769,W-97863,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q046,ARAGONITE,UT-SLD-416,Aragonite,UT4067711294220000801,SALT LAKE DESERT COMPLEX (ARAGONITE),SALT LAKE DESERT COMPLEX,2000,2451757.5,214,2125,1.0,Lightning,2451771.5,228.0,1910,39937.0,G,40.70895,-112.99205,1.0,BLM,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00\xc8\x7fH\xbf}?\\\xc0\xf0?\xa4\xdf\xbeZD@\xc8\x7fH\xbf}?\\\xc0\xf0?\xa4\xdf\xbeZD@|\x01\x00\x00\x00\xc8\x7fH\xbf}?\\\xc0\xf0?\xa4\xdf\xbeZD@\xfe'
347689,356783,W-97786,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q062,TENMILEPAS,UT-SLD-492,10 Mile Pass,UT4013111217520000806,10 MILE PASS,,2000,2451762.5,219,1255,9.0,Miscellaneous,2451766.5,223.0,1800,5867.0,G,40.128,-112.1499,1.0,BLM,UT,Utah,049,Utah,b'\x00\x01\xad\x10\x00\x00\xe4j+\xf6\x97\t\\\xc0\xb0\xf1\xd2Mb\x10D@\xe4j+\xf6\x97\t\\\xc0\xb0\xf1\xd2Mb\x10D@|\x01\x00\x00\x00\xe4j+\xf6\x97\t\\\xc0\xb0\xf1\xd2Mb\x10D@\xfe'
347789,356890,W-102061,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,Q193,ANTELOPE 4,UT-NWS-258,ANTELOPE 4,UT4097211222620010705,ANTELOPE 4,,2001,2452095.5,186,1845,1.0,Lightning,2452098.5,189.0,2100,5000.0,G,40.9819,-112.2305,8.0,PRIVATE,UT,Davis,011,Davis,b'\x00\x01\xad\x10\x00\x00\x94n\x12\x83\xc0\x0e\\\xc0\xa8\xf81\xe6\xae}D@\x94n\x12\x83\xc0\x0e\\\xc0\xa8\xf81\xe6\xae}D@|\x01\x00\x00\x00\x94n\x12\x83\xc0\x0e\\\xc0\xa8\xf81\xe6\xae}D@\xfe'
348197,357319,W-505817,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,BZ7K,DITTO,UT-SLD-BZ7K,Ditto,UT4006111287220050712,DITTO,,2005,2453563.5,193,1545,9.0,Miscellaneous,2453566.5,196.0,2000,22874.0,G,40.12362,-112.82937,6.0,OTHER FEDERAL,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00$\x92\xe8e\x145\\\xc0\xe0\x90\xb8\xc7\xd2\x0fD@$\x92\xe8e\x145\\\xc0\xe0\x90\xb8\xc7\xd2\x0fD@|\x01\x00\x00\x00$\x92\xe8e\x145\\\xc0\xe0\x90\xb8\xc7\xd2\x0fD@\xfe'
348214,357337,W-503939,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,B1KX,PARK VALLE,UT-NWS-000289,Park Valley,UT4176111321620050722,PARK VALLEY,,2005,2453573.5,203,1500,2.0,Equipment Use,2453579.5,209.0,1800,18420.0,G,41.7769,-113.2911,8.0,PRIVATE,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00d\xf7\xe4a\xa1R\\\xc0\xa0!\x8euq\xe3D@d\xf7\xe4a\xa1R\\\xc0\xa0!\x8euq\xe3D@|\x01\x00\x00\x00d\xf7\xe4a\xa1R\\\xc0\xa0!\x8euq\xe3D@\xfe'
348319,357446,W-525098,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,CTD9,SCORPIO,UT-SLD-000336,SCORPIO,UT4145311323120060630,SCORPIO,,2006,2453916.5,181,1449,1.0,Lightning,2453920.5,185.0,2000,14549.0,G,41.4956,-113.1964,1.0,BLM,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00\xcc;N\xd1\x91L\\\xc0\xe8\xf2\x1f\xd2o\xbfD@\xcc;N\xd1\x91L\\\xc0\xe8\xf2\x1f\xd2o\xbfD@|\x01\x00\x00\x00\xcc;N\xd1\x91L\\\xc0\xe8\xf2\x1f\xd2o\xbfD@\xfe'
348394,357527,W-530094,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,C23B,HOGUPS,UT-SLD-734,HOGUPS,UT4163311320620060808,HOGUPS,,2006,2453955.5,220,0038,1.0,Lightning,2453959.5,224.0,0900,28505.0,G,41.6617,-113.2011,1.0,BLM,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00l\xce\x88\xd2\xdeL\\\xc0\xb8\xe1\xe9\x95\xb2\xd4D@l\xce\x88\xd2\xdeL\\\xc0\xb8\xe1\xe9\x95\xb2\xd4D@|\x01\x00\x00\x00l\xce\x88\xd2\xdeL\\\xc0\xb8\xe1\xe9\x95\xb2\xd4D@\xfe'
348497,357636,W-541063,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DHH8,QUINCY,UT-SLD-000175,QUINCY,UT4049911305220070605,QUINCY,,2007,2454256.5,156,1151,9.0,Miscellaneous,2454266.5,166.0,1900,25582.0,G,40.3572,-113.0611,6.0,OTHER FEDERAL,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00Dr\xf9\x0f\xe9C\\\xc0\xd0\x10\xc7\xba\xb8-D@Dr\xf9\x0f\xe9C\\\xc0\xd0\x10\xc7\xba\xb8-D@|\x01\x00\x00\x00Dr\xf9\x0f\xe9C\\\xc0\xd0\x10\xc7\xba\xb8-D@\xfe'
348508,357648,W-542035,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DKF8,MERCER,UT-SLD-000258,MERCER,UT4024211191020070629,M&M COMPLEX,M & M COMPLEX,2007,2454275.5,175,0518,9.0,Miscellaneous,2454287.5,187.0,2100,5153.0,G,40.2436,-111.9403,1.0,BLM,UT,Utah,049,Utah,b'\x00\x01\xad\x10\x00\x00p\x1b\r\xe0-\xfc[\xc0(\xa7\xe8H.\x1fD@p\x1b\r\xe0-\xfc[\xc0(\xa7\xe8H.\x1fD@|\x01\x00\x00\x00p\x1b\r\xe0-\xfc[\xc0(\xa7\xe8H.\x1fD@\xfe'
348534,357676,W-544183,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DR3T,KIMBELL,UT-SLD-000478,KIMBELL,UT4066011258120070717,KIMBELL,,2007,2454298.5,198,2114,1.0,Lightning,2454311.5,211.0,2000,14293.0,G,40.67285,-112.58026,1.0,BLM,UT,Tooele,045,Tooele,"b'\x00\x01\xad\x10\x00\x00P\xcb\xd6\xfa""%\\\xc0\x90\x8e\xe4\xf2\x1fVD@P\xcb\xd6\xfa""%\\\xc0\x90\x8e\xe4\xf2\x1fVD@|\x01\x00\x00\x00P\xcb\xd6\xfa""%\\\xc0\x90\x8e\xe4\xf2\x1fVD@\xfe'"
348536,357678,W-544185,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DR2E,MONARCH,UT-SLD-000482,Monarch,UT4093311284520070718,MONARCH,,2007,2454299.5,199,1112,1.0,Lightning,2454307.5,207.0,2000,24594.0,G,40.92994,-112.83953,1.0,BLM,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00\xb0\x80\t\xdc\xba5\\\xc0\x08\x9f\x1fF\x08wD@\xb0\x80\t\xdc\xba5\\\xc0\x08\x9f\x1fF\x08wD@|\x01\x00\x00\x00\xb0\x80\t\xdc\xba5\\\xc0\x08\x9f\x1fF\x08wD@\xfe'
348539,357682,W-544190,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DSJ3,DAIRY VALLEY,UT-SLD-000515,Dairy Valley,NV4176911415120070718,WINECUP COMPLEX (WEST FORK),WINECUP COMPLEX,2007,2454301.5,201,1237,1.0,Lightning,2454314.5,214.0,2000,29565.0,G,41.628,-114.0145,1.0,BLM,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00\xacrh\x91\xed\x80\\\xc0\xb0\xf1\xd2Mb\xd0D@\xacrh\x91\xed\x80\\\xc0\xb0\xf1\xd2Mb\xd0D@|\x01\x00\x00\x00\xacrh\x91\xed\x80\\\xc0\xb0\xf1\xd2Mb\xd0D@\xfe'
348544,357687,W-544856,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DTQ0,LOCOMOTIVE,UT-SLD-000375,Locomotive Springs,UT4174411281020070725,LOCOMOTIVE SPRINGS,,2007,2454306.5,206,1304,1.0,Lightning,2454310.5,210.0,1430,6516.0,G,41.7619,-112.8206,1.0,BLM,UT,Box Elder,003,Box Elder,b'\x00\x01\xad\x10\x00\x00<\xc6\xdc\xb5\x844\\\xc0Hio\xf0\x85\xe1D@<\xc6\xdc\xb5\x844\\\xc0Hio\xf0\x85\xe1D@|\x01\x00\x00\x00<\xc6\xdc\xb5\x844\\\xc0Hio\xf0\x85\xe1D@\xfe'
348554,357700,W-546726,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DWX3,DUFFY,UT-BRS-000720,DUFFY,UT4196911322720070815,DUFFY,,2007,2454327.5,227,1028,1.0,Lightning,2454330.5,230.0,2000,9529.0,G,41.9489,-113.2139,8.0,PRIVATE,UT,Box Elder,003,Box Elder,"b""\x00\x01\xad\x10\x00\x00P'\xa0\x89\xb0M\\\xc0X\x96!\x8eu\xf9D@P'\xa0\x89\xb0M\\\xc0X\x96!\x8eu\xf9D@|\x01\x00\x00\x00P'\xa0\x89\xb0M\\\xc0X\x96!\x8eu\xf9D@\xfe"""
348568,357714,W-546806,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,DW57,DIG DUG,UT-SLD-000761,DIG DUG,UT4030711288920070817,DIG DUG,,2007,2454329.5,229,0947,1.0,Lightning,2454346.5,246.0,1424,5088.0,G,40.29594,-112.89391,6.0,OTHER FEDERAL,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00L\xe4I\xd259\\\xc0\x08\xca\xa6\\\xe1%D@L\xe4I\xd259\\\xc0\x08\xca\xa6\\\xe1%D@|\x01\x00\x00\x00L\xe4I\xd259\\\xc0\x08\xca\xa6\\\xe1%D@\xfe'
348725,357890,W-591327,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,E4K4,WHITEROCKS 1,UT-SLD-000547,White Rocks 1,UT4027011285120090806,WHITE ROCKS 1,,2009,2455049.5,218,1105,1.0,Lightning,2455051.5,220.0,2000,7981.0,G,40.3003,-112.8753,6.0,OTHER FEDERAL,UT,Tooele,045,Tooele,b'\x00\x01\xad\x10\x00\x00\x14\x8cJ\xea\x048\\\xc0\x98~\xfb:p&D@\x14\x8cJ\xea\x048\\\xc0\x98~\xfb:p&D@|\x01\x00\x00\x00\x14\x8cJ\xea\x048\\\xc0\x98~\xfb:p&D@\xfe'
349102,358281,W-104607,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P432,GOODNOE,WA-WAS-013,Goodnoe Hills,WA4574212052320010818,GOODNOE HILLS,,2001,2452139.5,230,1530,6.0,Railroad,2452144.5,235.0,1800,11526.0,G,45.7443,-120.4395,8.0,PRIVATE,WA,Klickitat,039,Klickitat,b'\x00\x01\xad\x10\x00\x00\xe0\xa5\x9b\xc4 \x1c^\xc0\xe04\xef8E\xdfF@\xe0\xa5\x9b\xc4 \x1c^\xc0\xe04\xef8E\xdfF@|\x01\x00\x00\x00\xe0\xa5\x9b\xc4 \x1c^\xc0\xe04\xef8E\xdfF@\xfe'
349128,358308,W-117449,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P499,HATTEN RD,WA-SPD-001,HATTEN RD,WA4757111854020030727,HATTEN ROAD,,2003,2452847.5,208,1630,2.0,Equipment Use,2452851.5,212.0,1400,7209.0,G,47.5599,-118.5592,1.0,BLM,WA,Lincoln,043,Lincoln,b'\x00\x01\xad\x10\x00\x00\x14\xfb\xcb\xee\xc9\xa3]\xc0\xe8\x83\x9e\xcd\xaa\xc7G@\x14\xfb\xcb\xee\xc9\xa3]\xc0\xe8\x83\x9e\xcd\xaa\xc7G@|\x01\x00\x00\x00\x14\xfb\xcb\xee\xc9\xa3]\xc0\xe8\x83\x9e\xcd\xaa\xc7G@\xfe'
349130,358311,W-117452,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,P401,JUNIPER DU,WA-SPD-P401,Juniper Dunes,WA4637211885320030806,JUNIPER DUNES,,2003,2452857.5,218,1045,1.0,Lightning,2452859.5,220.0,1800,5200.0,G,46.3618,-118.9161,1.0,BLM,WA,Franklin,021,Franklin,b'\x00\x01\xad\x10\x00\x00d\xf7\xe4a\xa1\xba]\xc0\xb8\xd8_vO.G@d\xf7\xe4a\xa1\xba]\xc0\xb8\xd8_vO.G@|\x01\x00\x00\x00d\xf7\xe4a\xa1\xba]\xc0\xb8\xd8_vO.G@\xfe'
349147,358329,W-505376,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,B2EH,WALL LAKE,WA-WFS-503,WALL LAKE,WA4757911843020050727,WALL LAKE,,2005,2453578.5,208,1200,4.0,Campfire,2453583.5,213.0,1800,5178.0,G,47.5597,-118.4317,8.0,PRIVATE,WA,Lincoln,043,Lincoln,b'\x00\x01\xad\x10\x00\x00\xb8k\t\xf9\xa0\x9b]\xc0(\xc9\xe5?\xa4\xc7G@\xb8k\t\xf9\xa0\x9b]\xc0(\xc9\xe5?\xa4\xc7G@|\x01\x00\x00\x00\xb8k\t\xf9\xa0\x9b]\xc0(\xc9\xe5?\xa4\xc7G@\xfe'
349165,358348,W-535064,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,C7GG,HIGHLAND ROAD,WA-WFS-712,Highlands Fire,WA4806811948120060930,HIGHLAND ROAD,,2006,2454008.5,273,1715,11.0,Powerline,2454011.5,276.0,1200,5506.0,G,48.045,-119.5294,8.0,PRIVATE,WA,Douglas,017,Douglas,b'\x00\x01\xad\x10\x00\x00$\xa0\x89\xb0\xe1\xe1]\xc0\x00)\\\x8f\xc2\x05H@$\xa0\x89\xb0\xe1\xe1]\xc0\x00)\\\x8f\xc2\x05H@|\x01\x00\x00\x00$\xa0\x89\xb0\xe1\xe1]\xc0\x00)\\\x8f\xc2\x05H@\xfe'
349173,358359,W-549456,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,DT7B,WOOD GULCH,WA-WFS-000802,Horse Heaven Complex,WA4586312016120070713,HORSE HEAVEN COMPLEX (SIX PRONG),HORSE HEAVEN COMPLEX,2007,2454294.5,194,0945,1.0,Lightning,2454300.5,200.0,1800,7683.0,G,45.8169,-120.2511,8.0,PRIVATE,WA,Klickitat,039,Klickitat,b'\x00\x01\xad\x10\x00\x00\xa0\x01\xbc\x05\x12\x10^\xc0 \r\xe0-\x90\xe8F@\xa0\x01\xbc\x05\x12\x10^\xc0 \r\xe0-\x90\xe8F@|\x01\x00\x00\x00\xa0\x01\xbc\x05\x12\x10^\xc0 \r\xe0-\x90\xe8F@\xfe'
349174,358360,W-549454,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,DT7A,SIX PRONG,WA-WFS-000802,Horse Heaven Complex,WA4586312016120070713,HORSE HEAVEN COMPLEX (SIX PRONG),HORSE HEAVEN COMPLEX,2007,2454294.5,194,0950,1.0,Lightning,2454299.5,199.0,1800,20947.0,G,45.9306,-120.0881,8.0,PRIVATE,WA,Klickitat,039,Klickitat,b'\x00\x01\xad\x10\x00\x00\xc0\xb1.n\xa3\x05^\xc00\xd4\x9a\xe6\x1d\xf7F@\xc0\xb1.n\xa3\x05^\xc00\xd4\x9a\xe6\x1d\xf7F@|\x01\x00\x00\x00\xc0\xb1.n\xa3\x05^\xc00\xd4\x9a\xe6\x1d\xf7F@\xfe'
349176,358362,W-549491,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,DQV7,TUNK GRADE,WA-NES-000215,Tunk Grade,WA4861211943120070714,TUNK GRADE,,2007,2454295.5,195,1328,1.0,Lightning,2454302.5,202.0,1800,15547.0,G,48.5614,-119.4458,8.0,PRIVATE,WA,Okanogan,047,Okanogan,b'\x00\x01\xad\x10\x00\x00\xa0#\xb9\xfc\x87\xdc]\xc0\xc0\xfc\x87\xf4\xdbGH@\xa0#\xb9\xfc\x87\xdc]\xc0\xc0\xfc\x87\xf4\xdbGH@|\x01\x00\x00\x00\xa0#\xb9\xfc\x87\xdc]\xc0\xc0\xfc\x87\xf4\xdbGH@\xfe'
349194,358382,W-576457,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,EA6D,BADGER MT,WA-WFS-902,Badger Mtn Complex,WA4752712024320080708,BADGER MTN COMPLEX (BADGER MOUNTAIN),BADGER MTN COMPLEX,2008,2454655.5,190,1645,11.0,Powerline,2454667.5,202.0,1800,15023.0,G,47.4578,-120.2078,8.0,PRIVATE,WA,Douglas,017,Douglas,b'\x00\x01\xad\x10\x00\x00\xf4\x06_\x98L\r^\xc0\xf8\r\xbe0\x99\xbaG@\xf4\x06_\x98L\r^\xc0\xf8\r\xbe0\x99\xbaG@|\x01\x00\x00\x00\xf4\x06_\x98L\r^\xc0\xf8\r\xbe0\x99\xbaG@\xfe'
